Investigation_Num;id;archivedAt;createdAt;createdById;description;priority;status;type;updatedAt;serviceDeskId;shortId
1;066fc9b1-b00f-40b4-a048-edd5f55f7952;;2025-03-17T12:14:45.188643Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-03-17 - OAuth Application Required Resource Access Update;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-03-17T14:25:24.696984Z;;INV00035
2;efb28659-7b04-4663-9729-e054bed97b9b;;2025-03-11T18:19:32.902386Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-03-11 - Detected suspected stolen user credential for user plima@pinheiroguimaraes.com.br;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-03-12T12:01:35.784994Z;;INV00034
3;5f3c3170-f32e-4e44-8aac-2723516acfa9;;2025-03-06T16:28:32.432075Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-03-06 - Multi-Factor Authentication Disabled for Microsoft Entra ID User;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-03-06T19:24:51.962148Z;;INV00033
4;47949bd8-f4d6-45e6-9f4e-58cba59920bf;;2025-02-25T19:49:12.924648Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.48.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:51:48.248488Z;;INV00032
5;ca7f3ba1-813d-43a3-ba81-10c1a2d8b0a1;;2025-02-25T16:01:32.510553Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.64.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:33:07.29211Z;;INV00031
6;fc5de17b-fc2c-4aa0-ab3a-1bb36ee46c93;;2025-02-25T15:35:37.649908Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.32.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:33:44.488474Z;;INV00030
7;7181ed76-5365-4921-9e66-e1728633da85;;2025-02-25T15:35:02.387876Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.16.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:37:13.244192Z;;INV00029
8;1e7defa8-04eb-4ecb-8fc3-593b38881690;;2025-02-25T15:24:08.783406Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.112.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:45:41.611033Z;;INV00028
9;fae43029-cc54-4b13-b848-2c364fce33ac;;2025-02-25T15:22:13.21825Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.96.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:49:49.956576Z;;INV00027
10;7411df73-5b52-4062-a147-14c5ecf14eca;;2025-02-25T15:12:57.696564Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.96.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:41:21.96072Z;;INV00026
11;95007ef0-72a9-4bfb-809e-679d0f5da86d;;2025-02-25T14:52:08.11727Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.80.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:42:49.780708Z;;INV00025
12;21245743-4d86-4a6a-bf40-d34257090c9d;;2025-02-25T14:42:49.420293Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.80.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:41:38.991962Z;;INV00024
13;97bb49fb-ab7c-4454-88c4-c98b7407180f;;2025-02-25T14:41:02.322607Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.64.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:43:09.222434Z;;INV00023
14;f924ab14-014f-442f-828a-fa1fe5022eee;;2025-02-25T14:29:44.385129Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.112.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:39:29.029384Z;;INV00022
15;de6c9763-639a-43ec-b11f-e2cfeb7f632e;;2025-02-25T14:25:04.348746Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.80.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:46:15.87215Z;;INV00021
16;0138e3ad-511d-49a1-a3ee-749107a8a8d2;;2025-02-25T14:24:56.053554Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-25 - 104.21.16.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:53:15.339577Z;;INV00020
17;46945975-79c5-47c4-b5af-89194e753823;;2025-02-12T18:39:22.642203Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-12 - Multi-Factor Authentication Disabled for Microsoft Entra ID User;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-13T12:24:44.782381Z;;INV00019
18;63956530-e720-4766-943b-604ea6b27e8a;;2025-02-11T15:21:39.780176Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-11 - Suspicious Execution Chain: Slui.exe Spawning Changepk.exe;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-12T19:27:31.680111Z;;INV00018
19;faf51b7c-5a43-422b-87bc-4481d6a45dd1;;2025-02-11T14:52:17.991858Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-11 - Suspicious Execution Chain: Slui.exe Spawning Changepk.exe;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-12T19:27:55.088699Z;;INV00017
20;e526b791-c5f7-4f59-abf9-94bfb86bdd42;;2025-02-10T23:11:31.034817Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-10 - Suspicious Execution Chain: Slui.exe Spawning Changepk.exe;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-13T12:44:58.452807Z;;INV00016
21;c0f26529-19de-455f-b6d2-c4d98205d113;;2025-02-07T13:52:20.196634Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-07 - Anonymous IP address;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-02-10T16:04:19.502037Z;;INV00015
22;6ca16f99-4b4f-410a-9e15-d589401e5a80;;2025-02-07T12:04:22.002488Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-07 - Potential Brute Force Activity on Account: pgsp/administrador has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-10T16:08:50.103147Z;;INV00014
23;de017e2c-00e1-40fa-a4a7-b09ad29da891;;2025-02-07T10:05:28.29769Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-07 - Anonymous IP address;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-02-07T12:42:46.556178Z;;INV00013
24;ba5b2c02-4cc0-4113-b655-61e699db76a7;;2025-02-06T17:11:41.532606Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-06 - Anonymous IP address;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-02-06T19:21:12.707276Z;;INV00012
25;f9c56577-8e60-4751-ab51-8f8a41ee1065;;2025-02-06T02:25:08.613088Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-06 - Anonymous IP address;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-02-06T16:01:17.290932Z;;INV00011
26;753bab71-78aa-4d96-90fe-d6b7d2b1be16;;2025-02-05T02:59:52.958245Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-05 - Anonymous IP address;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-02-05T13:59:09.642761Z;;INV00010
27;c9893235-ceb3-4b04-b1c1-3d515c5123b2;;2025-02-04T14:01:12.793948Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-02-04 - Potential Brute Force Activity on Account: pg/gabriel.banwell has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-05T12:04:41.546478Z;;INV00009
28;b4a8c3a1-7992-4d4e-84c2-e340b83aba5c;;2025-01-25T03:42:28.759924Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-01-25 - Anonymous IP address;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-27T16:25:32.642117Z;;INV00008
29;b100fef7-2e9c-44c1-8f3f-8bc7481bbb4b;;2025-01-23T16:37:59.674579Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-01-23 - Anonymous IP address;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-27T16:15:57.327606Z;;INV00007
30;6955655a-b598-4e7e-afc1-7e29dc264417;;2025-01-22T14:05:07.199539Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-01-22 - Anonymous IP address;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-27T16:13:57.969362Z;;INV00006
31;15e5c17f-b655-41d4-b783-949e010d3b4b;;2025-01-17T14:22:08.526504Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-01-17 - Multi-Factor Authentication Disabled for Microsoft Entra ID User;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-01-27T16:28:23.023586Z;;INV00005
32;08d6c65d-f847-4368-b8fa-562dec1e9e2d;;2025-01-13T16:50:49.772177Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-01-13 - Potential Brute Force Activity on Account: pg/danny.negri has been observed;2;AWAITING_ACTION;SECURITY_INVESTIGATION;2025-01-13T18:49:50.064013Z;;INV00004
33;49b32bfd-267d-4d2c-a88d-a02b0ad1b7ab;;2025-01-08T17:19:57.783016Z;0a6cd02a-abe5-42a6-ae57-9b67b4e608cc;2025-01-08 - Multi-Factor Authentication Disabled for Microsoft Entra ID User;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-01-13T17:25:32.231925Z;;INV00003
34;8e165b79-9e3c-45ec-9d0d-58e3ec91f82d;;2025-01-08T14:40:19.710905Z;PocjJmN8K0nQuevPYbfUxPoYgkKkF5NL@clients;2025-01-08 - Atypical travel;2;AWAITING_ACTION;SECURITY_INVESTIGATION;2025-01-08T18:49:33.59325Z;;INV00002
