Investigation_Num;id;archivedAt;createdAt;createdById;description;priority;status;type;updatedAt;serviceDeskId;shortId
1;a4e6b099-8ad4-42c0-a14d-307bbb6cd064;;2025-02-26T16:04:19.304129Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-26 - PowerShell Resolves Import;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-28T12:32:35.353254Z;1744429;INV00227
2;620e382c-b4ab-4c79-943d-2b75c40c15e2;;2025-02-26T01:41:01.145106Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-26 - github.com was identified as malicious on 2 watchlists;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-26T16:37:25.352412Z;1744383;INV00226
3;478d69c9-5946-4e05-8945-f082e1eac832;;2025-02-25T15:03:05.416619Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-25 - 104.21.48.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-26T16:39:00.064979Z;1744328;INV00225
4;496a0b03-96a6-4037-bebd-011649bd412e;;2025-02-25T14:54:10.348731Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-25 - 104.21.50.204 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-26T16:39:47.544462Z;1744323;INV00224
5;47b4cd06-919c-429f-b5ec-1e5493b73c05;;2025-02-25T14:50:07.840382Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-25 - 104.21.32.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-26T16:42:50.572274Z;1744315;INV00223
6;e1494ff7-f4f4-4748-8e0e-83215f426785;;2025-02-25T14:38:57.042802Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-25 - 104.21.96.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-26T16:41:00.409339Z;1744306;INV00222
7;92edf13a-968b-4613-a47d-9f4a5224388e;;2025-02-25T14:33:05.089409Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-25 - 104.21.48.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-26T16:49:31.264112Z;1744302;INV00221
8;4ae9c0a2-0308-4e21-87e3-56b664c17787;;2025-02-25T14:27:25.336113Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-25 - 104.21.64.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-26T16:36:28.088616Z;1744298;INV00220
9;40f1f458-56ce-44bf-8c66-74ea4547f901;;2025-02-25T14:21:06.723746Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-25 - 104.21.96.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-26T16:49:42.932106Z;1744284;INV00219
10;64abcc25-2ea4-4ae5-ab54-a6aa5f0669c0;;2025-02-06T21:53:43.057234Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-02-06 - Suspicious Modification of Tenant Feature on Microsoft Entra ID;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-07T12:37:07.154764Z;1742849;INV00218
11;3e409dbd-607b-4f6e-9342-e447b97bbe62;;2025-01-30T16:35:22.903281Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-01-30 - Possible Active Directory Account Enumeration Attempts via Kerberos - 172.16.16.67;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-26T16:34:27.969138Z;1741965;INV00217
12;fce14e43-51eb-4399-9af8-62f94c5a7513;;2025-01-29T01:55:19.267413Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-01-29 - Possible Active Directory Account Enumeration Attempts via Kerberos - 172.16.16.67;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-26T16:33:30.976477Z;1741843;INV00216
13;e452e26f-cdb1-42f1-88f5-6f0b0ded02cd;;2025-01-28T19:48:20.264029Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-01-28 - Detected suspected stolen user credential for user victor.guimaraes@netcenter.com.br;2;CLOSED_INFORMATIONAL;SECURITY_INVESTIGATION;2025-01-29T18:34:42.660682Z;1741818;INV00215
14;20a77a5f-9a4b-4171-9d2c-67f365941cb6;;2025-01-05T16:28:25.489287Z;a90898d7-0fb0-40e7-853d-79e8d849afe2;Detected suspected stolen user credential for user philippe.serrao@netcenter.com.br;4;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-08T18:49:39.816066Z;1740042;INV00213
15;d935ecff-4c19-4502-8f25-3afbaf658a47;;2025-01-05T14:38:17.797817Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2025-01-05 - Detected suspected stolen user credential for user philippe.serrao@netcenter.com.br;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-08T18:45:57.878734Z;1740041;INV00212
16;9a6f556e-2124-4379-bc35-9b142b41814e;;2024-12-11T14:56:16.928419Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-12-11 - Potential Suspicious Microsoft Teams Chat Linked to Emerging Social Engineering Campaign;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-13T21:30:44.697462Z;1738023;INV00211
17;5df307f2-313d-4706-a125-32b2d3c6a845;;2024-12-11T09:45:12.3296Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-12-11 - Explorer.exe Injects into RuntimeBroker.exe;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-01-05T16:38:32.240314Z;1737987;INV00210
18;17dad392-6b99-4040-9127-e64dee604b31;;2024-11-14T02:47:28.205147Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-11-14 -  PsExec launches cmd.exe with System privileges;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-11-14T19:00:48.710673Z;1735222;INV00209
19;0e0bab56-376e-4e5a-a3de-88ab3e030d0f;;2024-11-01T14:17:16.821759Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-11-01 - Microsoft Risk Detection:Atypical travel;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-11-14T09:45:37.853365Z;1735225;INV00208
20;198d723f-aa02-4f7f-8a36-2f653258db9d;;2024-10-30T00:13:06.972468Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-10-30 - Searching User's Home Directory;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-11-14T09:45:37.765977Z;1735223;INV00207
